pseudo_id,labels,n_frames,n_labels
7SeA,"[2, 44, 46, 64, 113, 119, 155, 1164]",155,8
EveA,[14],173,1
yoeA,[14],250,1
EKeA,[3],222,1
kfeA,[15],215,1
bFeA,"[3, 6]",249,2
g0eA,[66],199,1
FdeA,"[9, 10, 34]",208,3
u8eA,"[1, 157, 481, 1359]",261,4
PUeA,"[62, 411, 2667]",205,3
iOeA,"[11, 20, 22, 29, 32, 112, 221, 472, 886]",300,9
LGeA,"[242, 459]",300,2
RPeA,"[0, 1, 27]",238,3
lNeA,"[0, 1]",267,2
CQeA,"[5, 84, 169, 922]",222,4
1yeA,"[2, 7, 165, 399]",132,4
6NeA,"[2, 17, 129]",300,3
5feA,[6],242,1
pheA,[556],141,1
zseA,[14],244,1
OveA,"[1, 25, 159, 951, 2326]",126,5
lveA,[25],265,1
taeA,"[0, 1, 5, 1268]",262,4
aGeA,[2322],234,1
C6eA,"[0, 1, 5, 69, 84, 169, 476, 1129]",266,8
6aeA,[496],212,1
I5eA,"[2, 45, 51, 56, 77, 721]",140,6
HOeA,[835],205,1
CqeA,"[61, 1059]",178,2
cKeA,"[11, 20, 22, 29, 32, 543, 930, 1827, 3378]",300,9
XgeA,"[53, 58, 60, 163, 232]",190,5
NfeA,"[2, 95, 135, 706, 1014, 1535]",275,6
kveA,"[28, 33, 38, 78, 86]",206,5
UpeA,"[28, 33, 38, 78]",236,4
GCeA,"[0, 12]",230,2
weeA,"[9, 10, 34, 550, 1542]",236,5
BPeA,[8],300,1
DeeA,[3792],184,1
1EeA,"[31, 1109]",300,2
HteA,"[3, 4]",197,2
6AeA,"[0, 139]",153,2
WgeA,"[15, 18, 59, 178]",146,4
naeA,"[3, 4, 97, 351]",151,4
B7eA,[25],146,1
pXeA,"[0, 63]",292,2
kUeA,"[0, 1, 27]",258,3
m8eA,"[3, 4]",270,2
hPeA,"[11, 20, 22, 32, 1156, 1753]",163,6
FneA,"[154, 263]",133,2
BueA,"[3, 89]",249,2
mYeA,"[5, 144, 190, 384, 925]",234,5
3KeA,"[2, 30, 55, 408]",193,4
1leA,"[18, 26, 59, 178]",147,4
rheA,[19],127,1
HZeA,[3],255,1
DleA,"[2, 30, 280, 608]",210,4
3HeA,"[0, 1, 327, 587, 3110]",135,5
FNeA,[8],209,1
xCeA,"[2, 7, 116, 3730]",158,4
uHeA,"[2, 17, 128, 174, 830, 1219]",171,6
TmeA,"[4, 9, 10, 34]",286,4
AHeA,[3],300,1
LVeA,[2],218,1
35eA,[385],300,1
TreA,[3],255,1
9TeA,"[5, 16, 136]",300,3
sQeA,"[60, 166, 353, 519, 666, 669, 673, 3598]",300,8
LueA,[41],281,1
VLeA,"[71, 152, 308]",288,3
CreA,"[2, 64, 75, 149, 208]",208,5
N2eA,"[422, 2320]",218,2
UJeA,"[315, 505]",300,2
TQeA,"[5, 2033]",190,2
YAeA,"[15, 555, 797, 2194, 2782, 3080]",125,6
1deA,[50],300,1
RReA,"[2, 62, 83, 783]",187,4
GveA,"[2, 26, 75, 3753]",299,4
3ZeA,"[0, 210, 696]",255,3
J3eA,[12],178,1
7deA,"[2, 30, 55]",265,3
9XeA,"[0, 1, 27]",300,3
gGeA,"[2, 7, 90, 1372]",219,4
qLeA,[364],242,1
A6eA,"[81, 108, 615]",300,3
QseA,"[21, 23, 24, 73]",300,4
yaeA,"[2, 95, 135, 297]",300,4
hreA,"[15, 18, 67]",300,3
eweA,"[2, 7]",133,2
HLeA,"[6, 8, 206, 3737]",259,4
sieA,"[0, 1041]",300,2
4eeA,"[3, 4]",246,2
4peA,"[3, 4, 9, 10]",240,4
b7eA,"[0, 1, 337, 1778]",291,4
sHeA,"[0, 644]",206,2
Q7eA,"[31, 40, 47, 57, 117]",227,5
xzeA,[1899],300,1
o4eA,[25],130,1
eneA,"[11, 20, 1772]",300,3
GeeA,"[17, 19, 448, 1173, 2115]",207,5
sYeA,"[2, 26, 45, 137]",139,4
3geA,"[3, 4, 13, 41]",178,4
DLeA,"[0, 12]",258,2
nFeA,"[2, 43, 76, 101]",300,4
FEeA,"[1354, 2372]",237,2
A3eA,"[0, 1, 69, 193, 417, 784, 1304]",300,7
cOeA,"[2, 7]",182,2
eSeA,[92],165,1
SteA,"[5, 16]",132,2
TFeA,"[3, 6]",300,2
DbeA,[14],226,1
V5eA,"[0, 82, 103, 118, 440]",218,5
T5eA,[1694],290,1
lieA,"[0, 12]",167,2
VWeA,"[3, 28, 33]",181,3
bmeA,"[15, 1057]",279,2
dNeA,"[0, 1, 2163]",234,3
xueA,"[3, 6]",222,2
cMeA,"[0, 1, 42, 111]",193,4
ipeA,"[0, 1, 5, 69, 236, 378]",300,6
KteA,"[5, 16, 136, 647, 1190, 1360, 1444]",300,7
uXeA,"[0, 1, 27]",225,3
wreA,"[66, 293, 332]",189,3
pYeA,"[31, 40, 57, 117]",145,4
hQeA,"[99, 1092, 1175, 2128]",203,4
x3eA,"[356, 598]",232,2
wueA,"[0, 1]",279,2
ZdeA,"[2, 45, 295]",132,3
vyeA,"[5, 150, 204]",300,3
AbeA,"[61, 433]",178,2
SoeA,"[801, 977]",300,2
MveA,[8],300,1
dOeA,"[0, 12]",258,2
PAeA,[714],206,1
9xeA,"[3, 6]",249,2
7KeA,"[43, 180]",195,2
dteA,"[11, 20, 22, 29, 32, 120, 572, 680, 1096, 1402]",132,10
6yeA,[3],300,1
qPeA,[8],255,1
7PeA,"[2, 7, 116, 573, 1167]",195,5
zHeA,[16],143,1
ADeA,"[5, 618]",174,2
hveA,[8],246,1
kaeA,"[5, 16, 1008]",300,3
ZFeA,"[0, 312]",161,2
1ueA,[388],226,1
AyeA,"[3, 4, 6, 10, 13, 28]",222,6
oJeA,"[49, 80, 265, 612, 694]",268,5
nDeA,[607],146,1
tbeA,"[4, 9]",264,2
tCeA,"[6, 8]",300,2
RxeA,[89],250,1
aneA,"[11, 877]",300,2
BveA,"[0, 1, 1635]",146,3
8oeA,"[2, 30, 55, 408]",300,4
6zeA,"[60, 385, 419]",300,3
r0eA,"[74, 187, 588]",150,3
QNeA,"[74, 275, 629, 697]",300,4
G3eA,"[110, 2494, 3620]",133,3
CveA,"[0, 1, 42, 111]",211,4
WqeA,"[13, 41]",300,2
gJeA,"[21, 23, 24, 115]",300,4
3WeA,"[3, 6, 13]",270,3
fJeA,"[2, 7, 83]",300,3
3keA,"[31, 40, 47, 57]",274,4
UkeA,"[2, 7, 500]",300,3
x1eA,"[2, 44, 46, 664, 908, 965]",300,6
dfeA,"[0, 27, 251]",300,3
nmeA,"[160, 273]",130,2
P2eA,"[2, 7, 48, 116, 235, 1381]",300,6
mzeA,[1811],198,1
lUeA,"[4, 9, 10, 34]",174,4
s5eA,[2342],274,1
ZteA,"[2, 7, 460, 891, 1031]",300,5
5QeA,"[39, 202, 627]",300,3
iseA,"[33, 2103]",300,2
LfeA,"[5, 49, 80]",184,3
y6eA,"[0, 352, 436, 1229]",192,4
xDeA,"[100, 356]",294,2
eXeA,[8],267,1
h3eA,"[5, 826]",121,2
aOeA,[14],156,1
YPeA,"[39, 121]",283,2
OkeA,"[17, 19]",175,2
5VeA,[1075],143,1
wNeA,"[2, 7, 208, 745]",239,4
axeA,"[2, 7, 48, 235]",204,4
K5eA,"[0, 329]",300,2
KPeA,"[3, 6]",259,2
gseA,[52],300,1
BmeA,"[2, 7, 17, 128, 1158]",144,5
GTeA,"[0, 1, 438]",300,3
dneA,"[3, 4, 10]",300,3
hceA,[643],257,1
bbeA,"[1006, 1598]",232,2
oVeA,[8],247,1
tyeA,"[21, 23, 73]",123,3
eieA,"[2, 30, 55]",163,3
bPeA,"[3, 4, 6, 31]",214,4
uqeA,[14],216,1
mZeA,[5],203,1
9qeA,"[3, 6, 8]",288,3
84eA,"[13, 54]",193,2
YdeA,"[15, 18, 59, 178, 773, 805, 1661]",300,7
HXeA,"[1, 48, 258, 1659]",206,4
NUeA,"[0, 1, 245, 294, 387]",230,5
VqeA,"[166, 398, 501]",247,3
hWeA,"[0, 1]",300,2
V8eA,"[15, 1057, 1267]",143,3
IgeA,"[0, 1, 27]",300,3
dieA,"[0, 1, 27]",126,3
ZseA,"[68, 72, 98, 280]",292,4
jxeA,"[0, 1, 42, 223, 323]",298,5
AVeA,"[3, 4, 13, 41]",300,4
cAeA,[760],230,1
rHeA,"[39, 121, 156, 202, 207, 233, 529]",231,7
2neA,"[4, 9, 10, 34]",300,4
WLeA,"[21, 23, 215, 217, 643, 915]",300,6
cGeA,"[1, 640]",235,2
S2eA,"[9, 10, 37]",124,3
MUeA,"[4, 9, 10, 14]",243,4
VTeA,"[0, 5]",257,2
PTeA,"[11, 20, 22, 29, 32, 122, 123, 302]",164,8
7geA,"[15, 18, 59, 178, 1260]",121,5
AaeA,[8],300,1
pWeA,[3112],300,1
xmeA,[214],185,1
g3eA,"[66, 148, 253, 271]",300,4
eBeA,[12],276,1
4weA,"[2, 7, 2906]",135,3
g9eA,"[100, 548, 1221]",213,3
nReA,"[0, 82, 118]",242,3
aoeA,"[46, 107, 109, 114, 138, 155, 2221]",300,7
IreA,[1007],132,1
85eA,"[0, 1]",300,2
4geA,"[3, 4, 10, 13, 28, 33, 38]",300,7
G0eA,"[11, 20, 250, 2094]",277,4
xFeA,"[5, 16, 136, 1444]",300,4
WJeA,[205],157,1
XfeA,"[0, 609]",300,2
TseA,"[2, 7, 620, 783, 804]",144,5
CSeA,"[5, 49, 80]",191,3
L8eA,"[3, 4]",183,2
w1eA,"[53, 58, 163, 166, 232]",162,5
XBeA,"[0, 1, 105, 424, 590, 2724]",258,6
PEeA,"[0, 1, 36, 94, 147]",300,5
X5eA,"[4, 31, 40, 47, 57]",249,5
HFeA,[25],159,1
WTeA,[12],126,1
DjeA,"[0, 226, 530]",300,3
aueA,"[5, 144]",177,2
wgeA,"[19, 318]",136,2
6FeA,[0],239,1
YQeA,"[2, 17, 30, 55, 340, 427]",300,6
fveA,[8],195,1
YzeA,"[15, 18, 87]",267,3
CpeA,"[2, 75, 172, 196, 437]",131,5
KxeA,[237],219,1
oHeA,"[2, 17, 128, 575]",195,4
lWeA,"[82, 103, 346, 350, 537]",220,5
qOeA,"[0, 1, 35]",300,3
i7eA,[14],300,1
MIeA,"[92, 110]",186,2
8ieA,"[15, 18, 67, 140, 1785]",172,5
HBeA,"[0, 1, 35]",196,3
vKeA,"[17, 19, 272]",300,3
ZEeA,"[0, 12]",300,2
3OeA,"[82, 103, 346, 350, 537]",175,5
VpeA,[3],128,1
4OeA,"[0, 1, 19, 48, 177, 1901, 2983]",256,7
YheA,"[0, 12]",203,2
QeeA,[14],193,1
7IeA,[195],204,1
V7eA,"[68, 72]",281,2
ZfeA,"[0, 1]",230,2
IteA,"[0, 1, 1654]",300,3
HoeA,[0],239,1
E6eA,"[0, 1, 27]",300,3
NMeA,"[2, 30, 55]",130,3
W2eA,[61],300,1
Q5eA,[14],240,1
sfeA,"[50, 65, 256, 355, 661, 998]",146,6
qbeA,[195],202,1
ZQeA,"[338, 2370]",219,2
RteA,"[1, 74, 275, 629, 2092]",300,5
2peA,"[1, 1004, 1529, 2282]",300,4
A4eA,"[6, 8, 518]",300,3
hAeA,"[3, 6]",222,2
2feA,"[0, 26, 1748]",130,3
KzeA,"[3, 6, 8]",197,3
ibeA,"[68, 72]",268,2
0seA,[25],151,1
DneA,"[0, 1, 19, 2165, 2493, 2620]",262,6
ZUeA,"[28, 33, 38, 78]",208,4
4CeA,[14],278,1
BGeA,"[215, 611]",300,2
u9eA,"[0, 1, 27]",300,3
DyeA,"[9, 14, 34]",224,3
oueA,"[74, 187, 200, 275, 584]",280,5
t5eA,"[9, 10, 37]",221,3
eseA,"[31, 40]",300,2
lVeA,"[0, 1, 916]",300,3
hZeA,"[21, 23, 24, 288, 2414]",202,5
VleA,"[579, 1758]",300,2
dEeA,"[3, 6]",300,2
KSeA,"[0, 1, 19, 258, 2506]",159,5
lPeA,"[3, 4, 13, 41, 54]",300,5
BteA,[71],300,1
BEeA,"[0, 705]",259,2
I8eA,[106],300,1
cqeA,"[2, 17, 19, 30, 272, 413]",263,6
caeA,"[66, 148, 1117, 1537]",148,4
JneA,[0],170,1
uEeA,"[0, 1, 27]",219,3
dKeA,[14],203,1
F7eA,"[39, 121, 233]",300,3
JReA,[12],295,1
PveA,[2287],289,1
RXeA,"[6, 8, 383]",300,3
GLeA,"[0, 52, 70]",300,3
pTeA,"[3, 4, 10, 13, 41, 54]",254,6
3neA,"[0, 1, 35, 85]",255,4
ckeA,"[246, 1285]",300,2
qReA,"[0, 1, 19, 2620]",300,4
3xeA,[12],207,1
nEeA,"[21, 23, 24, 73]",300,4
SpeA,[92],191,1
gBeA,[17],300,1
CHeA,"[62, 341, 652, 1241]",300,4
rleA,"[2, 83, 745]",183,3
0geA,"[15, 96]",133,2
AieA,"[14, 391]",181,2
aUeA,"[2, 7, 17, 48, 171, 174, 213, 715]",300,8
nfeA,"[339, 2099]",294,2
aEeA,"[181, 222]",188,2
41eA,[2174],288,1
D1eA,[8],293,1
sPeA,"[409, 1211, 1547]",135,3
jmeA,[5],300,1
e7eA,"[0, 1, 153, 357, 372]",131,5
sKeA,"[11, 20, 123, 229, 302, 625, 1822, 2154]",171,8
KDeA,"[1, 35, 85]",184,3
ZIeA,[5],277,1
gFeA,"[1, 105, 203, 315, 467]",300,5
8GeA,"[4, 6, 10, 13]",300,4
NieA,[2992],300,1
BaeA,"[39, 50, 65]",300,3
hCeA,"[2, 44, 46, 162, 264, 377]",271,6
OreA,[71],175,1
WFeA,"[3, 4, 6, 13, 28]",287,5
r7eA,[14],223,1
eeeA,"[49, 260, 371, 3072]",208,4
GkeA,[136],233,1
v0eA,[3318],210,1
f7eA,"[248, 402, 1389]",173,3
nzeA,"[3, 4, 9, 10, 13, 28]",136,6
tdeA,"[2, 7]",300,2
ukeA,"[2, 83]",216,2
MbeA,"[4, 9, 10, 34, 2656, 3137]",179,6
mSeA,"[0, 12, 284, 3754]",300,4
bHeA,"[0, 12, 1224]",130,3
sOeA,"[5, 301]",288,2
N6eA,"[11, 20, 22, 29, 32]",300,5
uUeA,"[1, 48, 859, 3306]",183,4
2aeA,"[3, 4, 6, 9, 10, 13, 28, 33, 38]",300,9
pneA,"[0, 1]",235,2
xfeA,"[0, 765]",128,2
zKeA,"[26, 574, 596, 609]",300,4
JxeA,[14],219,1
TheA,[3],194,1
SKeA,"[2, 75, 104]",300,3
haeA,"[15, 18, 170]",300,3
cFeA,[92],272,1
DReA,"[16, 956, 2646]",175,3
GxeA,"[3, 4, 6]",163,3
rLeA,"[11, 176, 1693]",129,3
exeA,[337],300,1
FTeA,"[2, 252]",300,2
WVeA,"[0, 12]",146,2
kIeA,[3],240,1
xleA,"[0, 63, 167]",276,3
C8eA,[6],233,1
E1eA,"[2, 7, 375, 420]",132,4
Y7eA,"[21, 23, 24, 158, 2019]",300,5
sNeA,"[3, 6, 8]",220,3
bMeA,"[12, 79]",195,2
i4eA,"[0, 16, 27, 3261]",266,4
M1eA,[225],149,1
NqeA,[201],300,1
OieA,"[26, 130, 435, 2063]",267,4
pSeA,[14],205,1
N1eA,[701],132,1
HSeA,[11],191,1
theA,[391],253,1
EZeA,"[53, 58, 228]",300,3
TqeA,[106],300,1
gneA,"[0, 79]",196,2
AseA,"[49, 80, 127, 612]",170,4
lLeA,[578],212,1
LEeA,"[11, 29, 32]",240,3
oCeA,"[28, 33, 38]",221,3
zgeA,[2],300,1
r3eA,"[4, 9, 10, 34, 37, 1065]",300,6
s8eA,[3],300,1
bheA,"[0, 1, 35, 85]",300,4
ieeA,"[4, 13, 28, 33]",164,4
U8eA,"[0, 1, 36, 94, 142, 147, 223, 582]",300,8
xHeA,"[1, 16]",269,2
mjeA,"[11, 368, 442, 817]",229,4
TjeA,"[5, 16, 25, 3835]",127,4
dxeA,"[71, 152]",229,2
KNeA,"[2, 7]",300,2
EpeA,[225],300,1
6heA,"[2, 7, 208]",131,3
nIeA,[5],275,1
Z5eA,"[2, 7, 224, 267, 2067]",300,5
J0eA,"[0, 1, 69, 1377]",192,4
8EeA,"[0, 63, 450]",126,3
gVeA,"[0, 12]",300,2
8UeA,[5],300,1
r2eA,"[0, 1]",1,2
eFeA,[217],210,1
kCeA,[133],134,1
nbeA,"[502, 603]",240,2
YceA,"[141, 247]",183,2
EWeA,"[2, 45, 212]",300,3
hIeA,"[3, 89, 324]",221,3
0neA,[1037],137,1
yLeA,"[2, 7]",300,2
i8eA,[205],235,1
3SeA,"[11, 20, 22, 123, 211, 576, 1157, 1163, 1528, 2131, 2321, 2449]",210,12
9oeA,[3],186,1
KyeA,"[11, 1766]",300,2
2ZeA,"[0, 1, 27, 438, 2726]",260,5
c7eA,"[0, 1, 489, 776]",183,4
9DeA,"[8, 191, 311, 1389]",300,4
8CeA,"[0, 1]",300,2
33eA,"[46, 64, 113, 119]",181,4
tPeA,"[71, 152]",257,2
kheA,"[2, 30, 53, 58, 90, 1197, 3106]",300,7
yWeA,"[0, 12]",134,2
uOeA,"[9, 10, 34]",128,3
WIeA,"[0, 1, 354]",300,3
bqeA,"[0, 1, 69, 236, 404, 568, 589, 1150, 2043]",300,9
wneA,[226],300,1
w6eA,"[17, 19, 89, 394, 1995]",300,5
u5eA,[3],129,1
PpeA,[299],300,1
n3eA,"[11, 20, 22, 29, 32]",300,5
uheA,"[5, 16]",300,2
SveA,[310],300,1
C7eA,[332],213,1
RueA,"[0, 1, 124, 153, 317]",218,5
x6eA,"[4, 6, 14]",214,3
M6eA,[66],299,1
fteA,"[0, 1]",300,2
vleA,[3],300,1
ETeA,"[3, 4]",160,2
nSeA,"[2, 30]",129,2
eKeA,"[5, 27]",246,2
WmeA,[25],132,1
IPeA,"[0, 1]",290,2
HVeA,"[2, 45]",138,2
yceA,"[31, 40, 47, 57]",207,4
nZeA,"[66, 148, 253, 271]",175,4
uneA,"[88, 184, 307, 313, 364, 380, 416, 514, 614, 899, 1013]",126,11
34eA,"[0, 1, 1720, 2061]",300,4
91eA,"[92, 110]",179,2
doeA,"[60, 68, 72, 98, 240]",264,5
ideA,"[3, 4]",249,2
e5eA,"[2, 30, 1892]",300,3
ZheA,[3],253,1
ZYeA,[8],157,1
TReA,"[4, 9, 10, 34, 2582]",210,5
beeA,"[0, 52, 79, 91]",300,4
bBeA,[578],300,1
epeA,"[60, 353, 673]",300,3
5geA,[14],136,1
JkeA,"[2, 44, 46, 107, 109, 114, 145]",300,7
smeA,"[11, 126, 3089]",177,3
ZKeA,"[5, 16]",130,2
9yeA,"[2, 60]",138,2
ZpeA,"[3, 4, 13, 54]",274,4
aTeA,[53],279,1
4ueA,"[3, 4, 13, 41]",149,4
r1eA,[26],137,1
IaeA,[8],272,1
rgeA,"[4, 13, 28, 33, 38, 78, 842]",143,7
YfeA,"[39, 50, 66, 503]",254,4
t1eA,"[0, 9, 339, 2356]",219,4
J1eA,"[8, 54]",300,2
0KeA,"[2, 17, 19, 48, 128, 1852, 3249]",300,7
GHeA,"[1, 5, 150, 204, 1256]",257,5
M8eA,[308],300,1
YgeA,[5],191,1
nweA,"[53, 58, 163, 232]",278,4
ameA,"[17, 19, 48, 128, 129, 2310]",159,6
SLeA,"[5, 16, 84]",272,3
MoeA,[14],216,1
FReA,"[82, 103, 118]",156,3
oxeA,[106],300,1
KqeA,"[11, 20, 307, 341, 1049, 1928]",300,6
VYeA,"[3, 4, 10]",194,3
8DeA,"[0, 1, 234, 628, 1819]",189,5
noeA,"[2, 45, 51, 56, 77]",300,5
HfeA,"[15, 239, 363, 686, 2625]",263,5
9EeA,"[2, 17, 394, 437]",269,4
YqeA,[3],291,1
ZMeA,"[28, 33, 38, 78, 86, 257]",260,6
QfeA,"[10, 754]",141,2
TYeA,"[0, 1, 35, 134]",229,4
NTeA,"[2, 45, 51, 137, 298]",207,5
hweA,"[15, 18, 170, 314, 1247]",157,5
aDeA,[10],130,1
hieA,[61],131,1
OoeA,"[0, 1, 124, 1323]",300,4
hneA,[3],181,1
RZeA,"[0, 1, 36, 132, 142, 185]",300,6
oseA,"[3, 4, 13, 41, 54]",300,5
v5eA,"[17, 19, 443, 448]",190,4
AFeA,[8],154,1
0GeA,"[4, 9, 10, 34]",241,4
iJeA,[1196],197,1
XMeA,[434],300,1
AZeA,[8],300,1
7yeA,"[3, 6]",205,2
ZGeA,"[6, 8]",300,2
BjeA,"[53, 58, 163]",300,3
RjeA,"[3, 4, 25]",274,3
QVeA,[3],275,1
NoeA,"[6, 8, 41]",165,3
d9eA,"[3, 4, 9]",189,3
dseA,"[2, 45, 51, 56, 77, 252]",266,6
bweA,"[60, 428, 1007, 2628]",300,4
lgeA,"[15, 18, 170, 314, 1308]",262,5
5AeA,"[21, 23, 24]",288,3
tueA,"[4, 9, 10, 34]",195,4
VbeA,"[5, 379, 1699]",257,3
bIeA,"[2, 7, 2045]",129,3
PLeA,"[141, 247]",151,2
rmeA,"[0, 2335]",182,2
0HeA,"[9, 37]",241,2
VKeA,"[100, 161, 567]",300,3
PQeA,[61],227,1
PXeA,"[5, 16, 362]",205,3
oZeA,"[15, 18, 96]",184,3
pfeA,[14],190,1
3heA,"[0, 1, 5]",300,3
XTeA,"[5, 16]",300,2
4EeA,"[53, 58, 90]",238,3
nieA,"[2, 7, 17, 19, 75, 165, 172, 394, 1930]",147,9
5teA,"[2, 7, 48, 177, 460, 1031, 1632]",140,7
ufeA,"[3, 6]",276,2
c6eA,[25],161,1
0CeA,"[2, 7, 174, 213, 361, 458]",165,6
xYeA,"[1, 16, 136]",300,3
NweA,[8],129,1
LPeA,"[2, 7, 104, 196, 413, 942, 1144]",206,7
v3eA,"[43, 101, 549, 693]",157,4
K4eA,[182],286,1
tneA,"[73, 343, 858]",183,3
ireA,"[15, 60, 239, 686, 1714, 1880]",192,6
O4eA,[226],207,1
vGeA,"[4, 9, 10, 37, 655, 1523, 2427]",171,7
GceA,[3],300,1
EReA,[3],276,1
jDeA,"[11, 1797, 2130]",300,3
yKeA,[227],135,1
FWeA,[1756],155,1
tReA,"[9, 10, 37, 889]",194,4
XHeA,"[2, 7, 3242]",126,3
eaeA,[89],223,1
77eC,"[112, 126, 220, 1798]",262,4
BneC,[61],273,1
1IeC,"[2, 76, 419, 1271, 3160]",146,5
EveC,"[0, 1, 74, 187, 584]",197,5
XseC,"[0, 1, 42, 223, 323]",285,5
F4eC,"[195, 342]",120,2
A2eC,"[0, 1, 968]",300,3
GReC,"[2, 7, 17, 19, 104, 1724, 2796]",210,7
DfeC,"[11, 126, 2953]",133,3
oieC,"[15, 18, 67, 239]",300,4
2deC,"[0, 1, 63, 739]",299,4
4TeC,[388],254,1
LLeC,[5],193,1
GYeC,[5],300,1
uTeC,"[0, 12]",237,2
hVeC,"[0, 1, 36, 132]",153,4
L0eC,"[2, 30, 55, 280, 408, 515]",175,6
NLeC,"[3, 6]",129,2
AneC,[61],233,1
4ceC,"[64, 113, 119, 186, 425]",300,5
RSeC,"[60, 239]",291,2
dteC,"[80, 127, 265, 787]",300,4
vGeC,"[1656, 2447]",213,2
mMeC,"[19, 53, 58, 214, 2798]",300,5
VNeC,[8],222,1
SgeC,[31],287,1
lheC,"[24, 74, 131, 187, 209, 584, 736, 880]",126,8
mmeC,"[2, 45, 51, 208]",300,4
IGeC,"[31, 40, 57]",278,3
zxeC,"[0, 1, 868]",300,3
C4eC,"[3, 4, 28, 33]",300,4
rDeC,"[2, 135]",283,2
vBeC,"[2, 45, 51, 298, 1818]",272,5
jAeC,[3243],245,1
RWeC,[92],222,1
3VeC,[308],185,1
l2eC,"[142, 185]",247,2
Y9eC,"[2, 7, 269, 320]",138,4
KLeC,"[16, 189]",202,2
WVeC,[115],300,1
ogeC,"[181, 216, 222, 249]",300,4
0ceC,"[68, 72, 98, 240]",292,4
kteC,"[0, 35, 134]",224,3
9KeC,"[0, 1, 561, 959]",300,4
iKeC,"[2, 30]",214,2
eDeC,"[2, 7, 235, 297]",300,4
VkeC,"[25, 595, 660]",151,3
OieC,"[5, 16]",230,2
Y7eC,"[2, 30, 90]",211,3
7heC,"[0, 1, 81, 108, 1113, 1270]",232,6
L2eC,"[106, 703]",300,2
ZTeC,"[2, 7, 235, 1106]",233,4
HBeC,"[28, 33, 38, 78, 86, 638]",199,6
ZDeC,"[21, 24]",300,2
jceC,"[9, 37, 655, 1523]",153,4
fSeC,"[82, 118]",121,2
MdeC,"[89, 175]",300,2
uWeC,[3],195,1
1HeC,"[2, 7, 104]",238,3
lCeC,"[17, 19, 143]",140,3
WZeC,"[2, 83]",300,2
LEeC,"[0, 1, 27]",167,3
EIeC,[14],275,1
ceeC,"[1, 61, 375]",239,3
ZbeC,"[2, 17, 19, 30, 55]",173,5
bseC,"[49, 205]",244,2
Q8eC,"[4, 9, 13]",300,3
WOeC,[5],149,1
pxeC,[1290],207,1
f5eC,"[2, 7, 17, 19]",208,4
5WeC,"[2, 17, 19, 443]",182,4
45eC,"[3, 4, 6]",206,3
bAeC,"[0, 12]",127,2
l5eC,"[17, 19, 448, 659]",120,4
qBeC,[2643],300,1
C1eC,[12],264,1
K1eC,"[5, 16]",271,2
e7eC,[3],243,1
kpeC,"[4, 9, 10, 37]",154,4
4SeC,"[0, 1, 81, 108, 819]",300,5
abeC,"[5, 84, 169, 405]",201,4
VAeC,"[11, 22, 73, 115, 554]",300,5
dOeC,"[0, 12]",265,2
4beC,"[0, 1, 1868]",300,3
1GeC,[8],259,1
ygeC,"[5, 16]",179,2
8peC,"[141, 396]",300,2
9geC,"[10, 71, 152]",300,3
kMeC,"[2, 30, 55]",139,3
RJeC,[478],205,1
AAeC,"[0, 1, 799, 815]",300,4
vOeC,[356],187,1
skeC,[127],198,1
rieC,"[4, 9, 10, 34]",141,4
vUeC,"[0, 1, 36, 132]",293,4
yYeC,[2480],300,1
TseC,"[3, 4, 13, 41, 47]",150,5
QHeC,"[0, 1, 189]",300,3
XieC,"[50, 65]",202,2
JQeC,"[2, 30, 55]",191,3
nzeC,[14],284,1
c5eC,"[0, 1, 36, 94, 142]",300,5
kXeC,"[2, 17, 30, 55, 340]",300,5
1NeC,"[274, 366]",172,2
pVeC,[1635],190,1
pEeC,[21],132,1
h3eC,"[0, 1, 84, 169, 2442]",213,5
wQeC,[1151],293,1
AReC,"[0, 1, 27]",300,3
xleC,[61],231,1
vKeC,"[2, 45, 49, 51, 77, 418, 725]",300,7
j2eC,"[0, 1]",146,2
MNeC,"[146, 158, 279, 439, 454, 2807]",204,6
9ueC,"[4, 9, 10, 34]",152,4
vQeC,"[3, 4, 9]",297,3
pYeC,"[6, 8]",220,2
TpeC,"[3, 4, 13, 54, 99]",267,5
ZjeC,"[11, 1186]",300,2
qYeC,"[9, 10, 37]",165,3
OkeC,[2323],300,1
v2eC,[817],270,1
cCeC,"[2, 44, 46, 155, 162, 264]",300,6
5SeC,"[31, 40, 47, 57, 2191]",300,5
s2eC,"[695, 827]",191,2
HueC,"[5, 16, 2456]",222,3
ljeC,"[2, 7, 83]",125,3
TNeC,"[15, 797, 2543]",217,3
yWeC,[8],300,1
fseC,"[0, 1, 36, 94, 153]",300,5
NEeC,"[106, 584]",240,2
ipeC,"[11, 876]",275,2
fWeC,"[21, 23, 24, 617, 2454]",129,5
ameC,"[11, 20, 29, 32, 302, 1822, 2154]",300,7
aTeC,[14],207,1
8geC,"[9, 10, 34, 3686]",233,4
3weC,"[0, 1, 105, 424, 455]",300,5
BceC,"[11, 20, 22]",300,3
yBeC,"[5, 1309]",300,2
z2eC,"[6, 8]",201,2
JmeC,"[0, 1, 153, 219]",300,4
AmeC,"[21, 23, 24, 74, 131, 617]",300,6
vqeC,"[3, 4]",283,2
DOeC,"[2, 7, 95, 116, 135, 165]",184,6
DteC,"[0, 1, 63, 167, 335]",192,5
